 Bin (ppm)	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72
2.70085	2367.911766	2657.859119	2259.599269	2360.517195	1477.640313	1531.008956	1967.444601	1873.856358	3954.3723	2001.014396	2388.372959	2120.775784	2256.367783	2344.730177	2659.821476	3991.632263	1885.268694	7675.468322	1579.711995	732.8823022	1464.425629	898.3749551	1953.974129	3238.360115	8430.645607	7809.00584	7532.987135	3381.955053	3240.289457	3779.001901	1023.11753	781.8201578	838.0249579	1341.699874	782.669037	7267.164638	885.052784	869.8202094	1159.39565	713.4952909	857.319342	960.7251607	1550.655048	1732.035162	1796.224722	2267.57028	2100.002413	2383.856637	610.6862316	1013.179595	1076.480594	836.2695129	647.8218151	455.9288884	1418.266244	641.6528323	478.0161432	1128.478307	256.082032	1021.042257	1351.141715	1130.266938	1318.086027	1429.290036	1568.918667	1320.876552	2620.337977	2298.568295	2236.4049	2888.548054	2017.176509	1833.444764
2.71165	3473.954638	3630.883812	2672.381059	2461.325722	1895.979694	2129.383624	2703.752919	2718.753946	5215.596111	2896.374162	3106.519579	2908.61509	2750.78576	2929.085858	3927.805097	6115.539889	2711.151146	11360.29687	1786.43694	430.0692547	1624.506327	427.8290665	2168.569552	4024.854303	2289.0091	1851.823931	2152.437699	895.9965469	2496.878971	1275.320733	3427.568277	816.0979344	3389.185968	3946.624489	3298.673489	1681.922795	3395.811775	3246.614977	3479.840029	3006.310865	3897.674802	3177.914444	1802.653716	1948.505449	1874.441843	2514.256917	1715.165373	3300.69285	3212.086198	3110.629507	3288.158616	2403.871158	3481.365731	1912.621095	3805.2494	2279.366896	1957.664798	2636.501236	1199.43413	3513.765	9901.653169	7722.863737	8944.263481	13575.47844	10858.61369	10158.43474	3644.558614	3430.754562	2457.759055	3038.565607	2662.879141	2195.462245
2.72942	262744.32	281671.2251	220444.5565	169229.5327	232577.7716	252259.5511	255854.2775	297112.7309	271195.576	243965.9342	257470.6373	239612.6288	303234.8668	265126.7119	309185.5015	330720.4796	289450.0158	303585.823	110661.6151	216961.3845	243500.2056	243658.2591	269526.0498	245405.013	6040.996413	6839.485295	5697.501719	5353.919146	9202.665416	4804.151484	5066.623691	4700.959798	5161.378654	5346.211458	5896.671096	4734.395898	6977.525853	7185.219185	6127.264797	6566.888059	7852.36998	7199.996502	4524.304492	4120.961043	5168.241315	5251.971641	4629.309944	6905.413854	49114.68308	53670.48649	55432.51832	51858.73682	53600.72879	50825.0188	55471.33345	56017.11013	62796.38858	56968.05461	58125.95899	55245.18729	28196.09654	27472.09741	26081.91088	18706.70697	27301.76973	29892.84578	98837.43768	96468.83644	81889.0236	85781.97065	80156.73385	73229.9292
2.74545	6377.885887	5629.091963	7145.848688	8351.267936	6764.874824	7053.665181	8049.254206	8674.387091	7071.212332	6810.745669	7536.422623	6276.687333	12284.90113	7078.628118	7159.251583	4683.593629	7154.90733	69.35162592	7815.542211	8128.831236	5327.641809	7902.865803	5457.791027	2697.406075	482.1315557	542.0988493	349.8077299	508.7863551	276.1399089	203.3486411	2221.157692	745.1818638	1365.603439	1509.088916	1364.555405	383.4815018	1443.091275	1551.040799	1435.677581	2400.14382	1603.37974	1727.03077	914.4470948	1191.83482	1241.206005	1658.965033	1197.363963	1674.640113	3589.726097	1515.027928	1415.950942	2286.089238	2777.659639	2980.773805	1426.278747	3136.911678	3032.959427	1653.851228	3696.873289	1761.500685	2916.854213	2106.164168	2457.763194	2991.899748	2550.503386	2948.734088	3316.771669	3539.023339	3642.472715	3622.43736	3763.010477	3662.539575
2.76882	8089.651606	7665.56542	9478.888233	12055.74596	6683.99788	5124.27619	6196.758948	4505.534028	4523.011894	3704.87593	4263.190719	3076.859086	5985.422178	11439.4985	5613.726449	7562.145857	5395.153825	6796.566804	3325.778401	3544.274339	2208.1539	3383.218558	2295.583214	1402.260306	158.0186462	201.5086792	66.88496684	171.6903807	115.3578507	57.42569587	501.2847124	672.5749543	389.3255732	330.9790183	546.3996768	101.70431	495.2051977	782.5331331	241.3057764	829.2132337	919.2607389	396.6429787	922.5892186	1162.617189	1243.174307	1504.539054	1121.964281	1373.363143	605.9526401	20.46647	51.77163797	241.8707252	232.1671357	519.184301	40.71720927	401.4443781	513.210912	95.32965826	1130.342044	74.15608507	1243.025051	18.30534692	989.5058012	1397.978729	1122.986469	1178.046702	902.5675689	1032.705705	1437.20098	1420.042037	1486.373015	1446.378537
2.78789	0.002004797	0.002004797	115.1249898	1227.515975	45.96311464	81.64241496	166.2515954	114.5706713	169.9495659	116.350375	90.40254066	156.0886245	109.8461683	83.50606765	13.92056469	0.002004797	36.63030625	922.3202213	1691.535962	2120.027159	1300.333309	1732.558131	1264.357318	1032.573229	60.59110444	17.76727311	49.65217962	51.09662221	81.56263135	28.8444336	96.90770913	101.4753533	37.49960607	77.83643051	66.76826836	20.80893898	58.48253883	184.7012956	18.48444419	82.76212994	157.1594727	24.93357667	385.6784528	496.9280882	537.9252051	675.4535234	507.1526695	638.427727	111.0550626	10.07278552	28.97684145	0.002004797	36.12309151	110.8544535	92.12239969	71.42967958	135.6966683	24.67087035	515.3429214	9.738104175	109.6985906	139.0161621	114.2936389	165.8100412	169.3579702	131.5023614	566.6942185	545.4393345	1020.433676	830.1367684	881.4639902	1179.350159
2.80581	3888.755578	3751.788721	4378.285651	4939.967832	3185.944482	3330.366926	4266.572183	4013.948826	5545.850112	3922.536556	4026.937886	4198.129051	3725.58478	4919.583097	4274.834708	4552.033108	3822.293362	5365.901402	3051.085055	3560.325979	2890.682712	2988.070654	2812.233492	2736.56209	1365.640591	1012.12484	1357.746424	1477.548539	2099.292195	1402.399089	697.0051536	731.9279986	692.8432578	693.5070052	649.4187016	1179.58363	503.9275204	414.3784777	941.9237934	301.5556151	372.5098494	687.4364277	1510.563781	1612.648383	1389.677555	1856.487068	1201.389092	1182.740948	698.5603399	584.688578	543.4983309	377.6380526	818.2286453	665.5432605	1090.909297	1078.401064	652.1867916	1175.466467	1016.959996	919.5899165	661.6156818	626.1601639	681.4156969	742.7827888	797.0833573	693.4277027	1621.385175	1824.515277	1954.70938	2015.257541	2237.791191	2078.170048
2.80915	1738.248742	1705.322968	2147.619616	2140.840753	1366.226732	1648.776307	1596.899832	1638.724455	1928.163346	1891.169416	1967.546754	1729.776376	1626.006017	1648.576503	1514.299139	1915.431122	1743.391302	1987.099331	625.9667758	1003.341997	1330.814718	1025.742848	1355.477388	1050.350897	643.8353292	454.6439626	631.2452918	665.6020929	931.7069718	532.4037874	286.778565	300.5183886	277.9550933	279.9058284	331.8252952	481.8080081	201.1496716	193.9806114	340.049735	159.4754784	179.9600767	352.1984277	564.1612999	635.8860755	636.7790918	726.3420112	488.8151939	492.6751183	402.0988981	442.2357943	438.6589798	382.650265	422.6797358	411.8019796	563.9638392	654.1409176	418.4559851	596.2626408	606.8729531	539.6075367	361.465212	371.0319427	352.3146746	382.3937795	413.2398018	340.9598035	858.9481192	578.0552122	980.7863011	737.8138428	709.5309892	833.2642439
2.82697	3351.889765	3264.354746	4224.260829	4184.306721	2901.653311	3174.679055	3528.424329	3365.101132	4435.675851	3415.140365	3582.346057	3540.41767	3159.144003	4028.192445	3313.112718	3511.287934	3203.489114	3587.415133	911.2820693	1363.419699	1187.504117	1464.850863	1126.491879	709.4393209	1530.018782	1123.464251	1516.653116	1632.083989	2230.8328	1380.847532	813.7771643	860.8098695	794.0868133	808.1574583	829.4000433	1313.610296	600.3953377	535.0293372	991.4711507	390.8554653	479.6123048	832.893457	1249.088982	1326.194243	1227.402978	1560.706011	1039.483108	996.2369194	783.366652	636.9655746	639.9475974	499.9117228	879.2287456	787.2483756	1045.16791	1232.384113	716.688091	1210.83197	987.0562727	955.9798771	709.5820438	738.6512618	723.632614	867.7391946	845.2410917	706.4477138	1972.019736	2531.816115	2336.195644	2371.815972	2557.722939	2383.829902
2.8475	652.9439124	629.9177802	680.3361268	788.8164663	461.3431316	586.0799915	465.4685517	380.5652881	360.1016095	373.5512135	400.8412548	394.6012688	407.8191374	578.6638526	476.6777165	590.8112756	499.9939293	893.941327	21.07420766	194.614831	104.5534835	282.1251794	27.31121148	0.002004797	128.6018078	250.3842162	108.3734355	120.3175835	123.1682919	176.2265833	309.8434281	369.6717726	172.2263923	244.2974227	161.2909196	166.5346368	242.1046542	266.7372709	254.5280123	179.0247379	221.6766157	193.9358986	40.60337354	82.81704024	112.1981735	117.0883377	101.9381054	91.17097402	142.993062	121.9655899	195.7096467	164.8824391	181.4725479	231.8309939	227.1134512	214.8274446	147.4658815	236.9720446	366.863899	233.4779165	174.7948512	217.3718637	228.3532382	411.2569463	302.645614	185.7971029	1323.289788	1252.821621	836.2583996	950.9307623	965.8384483	843.5529911
2.8623	395.8297168	357.6059756	368.5035878	378.5898957	302.7874576	362.6225828	179.376191	102.614966	0.002004797	107.7088415	104.5453214	108.8410041	340.4907671	510.0395655	390.2978072	441.1416728	423.1698088	890.3853621	63.15509231	33.44123381	17.40748092	5.455353236	20.3990982	305.3164837	167.9413462	267.7869919	161.8091017	188.26052	133.2090002	54.28979935	931.9635439	581.0933021	435.3958067	418.4824077	431.6706369	176.0410092	490.0338251	500.4920085	470.1948469	416.0228317	440.9247977	425.0353665	447.5539936	447.8821834	300.5373462	421.8854477	280.0450365	310.0551221	118.4407325	33.31054627	114.5934313	152.3522482	0.002004797	185.1340272	62.87448172	86.47853828	97.17370472	98.66679634	202.1005121	95.9499386	83.98227072	102.8009746	128.6059103	341.2439724	221.6675339	153.2095534	2084.612187	1756.055688	1007.915952	1527.867583	599.8680726	733.4683511
2.88305	105.2561263	94.43726329	172.1133687	204.5774942	91.9005438	18.19061964	44.03429013	0.002004797	222.6436502	89.98557028	21.05011005	107.08916	36.36572271	87.70124586	142.7513571	131.9647686	118.1258826	1257.753117	749.4493144	415.4361427	823.8961088	71.06685707	1143.12101	1670.289432	130.6323809	359.6522832	93.71300005	145.3060445	137.8003387	49.09673658	171.3661135	194.4739257	156.4685403	104.8430865	110.3158124	82.78759319	216.450219	212.1448051	247.6985182	142.3949413	168.0158285	123.6524397	0.002004797	0.002004797	0.002004797	26.7483136	0.002004797	0.002004797	0.002004797	144.1112305	134.6164678	51.9417403	125.4946168	136.3402168	105.8404149	100.4313331	0.002004797	50.89905818	133.0685754	106.780403	106.0282313	114.2857634	154.1246235	505.4000465	315.3703553	71.19101638	2442.397151	2129.494907	2217.097795	1752.076047	1870.336718	1395.931142
2.89855	2605.465726	2477.466606	1805.928381	1494.402351	1928.569184	1715.815517	2169.146516	1885.236514	2885.611053	2194.68529	2279.23816	1952.187369	2252.480263	2202.788609	2650.293402	3406.429164	2570.855125	4179.380039	18481.64608	15208.43888	15629.71902	13481.82147	13099.93834	14255.80509	162.3894232	346.7606054	216.9882881	0.002004797	191.5171194	89.8030238	35.67345177	83.09704205	130.6725444	24.1551516	49.51998088	72.30215762	129.4621845	144.212589	158.3394106	83.94293378	78.37368256	82.50489448	0.002004797	50.08242013	153.822596	48.73910767	139.9016988	167.7229272	567.1917853	778.6113439	839.1298327	583.543813	685.2153922	583.1266458	794.4815316	802.7456061	701.8272849	833.9410555	571.7993062	738.6436182	290.945819	325.4356394	336.2102468	373.3099119	463.0918478	425.2784	4586.228293	4666.149352	4170.014508	4336.379927	4029.5922	3946.506323
2.91107	6944.472802	6932.766641	5925.505429	4376.504378	5769.202653	5289.996148	6296.238608	6487.884392	7228.676992	5942.269114	6363.849884	6021.186167	7327.754263	6825.090291	8130.149813	9212.800617	7354.68724	8718.308094	20822.99887	18079.59095	17615.53959	15620.72384	14828.79673	16675.71959	413.0370686	530.7183288	433.0902208	273.4470346	506.9485032	282.1374287	75.16324834	77.64914651	213.8205717	85.46844046	125.1348178	258.5209628	214.7076557	267.840908	203.0585632	156.6737735	168.8450617	172.7260058	61.21631411	577.1145479	760.3551229	319.3542867	629.0658371	799.2140798	1802.455776	2077.418121	2006.091272	1820.7	2229.840164	1961.824621	2060.178246	2058.271627	2155.058221	2077.723433	1769.805769	1985.250573	790.5491141	840.512964	780.2542059	534.6291519	937.6230402	920.716222	6224.848001	6316.357773	6277.484646	6285.703899	6251.198279	5798.799199
2.92618	39824.85759	39281.86115	31724.75698	25094.33068	31127.99542	28698.33402	38970.22198	38645.43054	36505.35902	36063.87698	38100.6983	34274.66523	45540.60275	40631.4137	48395.2325	52206.48875	46240.54439	47609.82882	33854.61572	30231.40064	30083.61035	28716.55094	33586.9581	32530.55857	680.8174459	1595.557105	2159.703216	777.8531428	2742.285571	911.4537294	322.5675858	377.2046271	1172.49033	310.414721	1008.265652	742.9018728	1219.027048	874.1715782	421.398653	1151.469178	1028.733672	1108.98918	1195.610142	1264.74772	378.996044	4548.476515	319.5369227	370.2737304	8150.02924	8718.840119	9235.432202	9312.458815	9896.055183	9340.50346	9643.69878	9885.018274	10064.56491	10055.73704	8690.454016	9609.996264	3491.107851	3639.042282	3192.397649	2004.57436	3460.247806	3812.427252	22086.2157	22952.62953	22515.75024	22928.79826	22007.99558	21551.37872
2.9389	39953.11942	39473.94107	33629.19446	24842.5306	31860.0018	30000.41226	41082.711	41832.88959	37631.31537	36963.9818	39337.45644	37225.87928	49510.23932	42317.81392	50398.26354	52063.47899	48220.69631	44653.7464	39469.78354	32221.70595	31065.55585	30463.67184	34203.60255	33996.89544	1561.661335	2462.448086	1997.237768	3015.363185	2561.668226	2794.593585	1650.290141	2803.391935	1213.047555	1534.94802	1170.188529	2620.18828	1096.914337	1520.637024	803.2192323	1073.344786	999.9122101	1088.85749	614.42317	334.0364753	347.9781253	2784.600437	275.9215303	306.0926891	7647.389165	8016.373923	8362.899939	8455.55449	9550.316134	9052.841848	9658.352138	9648.652148	10120.96737	9772.32612	9167.579882	9351.870903	3159.128928	3322.298182	2803.075865	1853.246554	3058.377957	3475.718885	21546.88637	21889.91632	21828.59043	21764.86102	21680.6436	20972.85596
2.95484	35436.54045	34891.06277	29750.52954	23940.73117	28439.31711	26742.58874	35158.73488	35667.82855	32187.50122	32633.47438	33626.67787	31257.13406	43919.21581	37159.93862	44911.73811	46826.25553	42370.71325	36773.05625	33159.52523	29388.58292	27907.75876	27591.18469	30236.66316	28251.70302	1491.233318	1756.357875	1497.077956	1465.376579	2148.792681	1264.280221	619.4247803	809.809281	1107.227235	567.2761914	830.0386896	1251.14053	1037.621617	1142.537221	880.6580293	980.7758677	977.3221966	1080.951992	577.0392573	544.9798103	489.6563215	676.4763139	436.5625362	484.8011795	7550.479179	7572.076279	7583.205579	7777.722512	8795.750881	8182.541442	7830.76818	8876.24725	9240.469587	8541.29525	8043.400517	8145.082182	3040.465306	3094.751999	2735.873655	1664.577229	2932.158257	3304.877274	19880.5439	20834.94058	20587.05231	20701.42119	19932.23194	19744.52137
2.97047	11350.75076	10849.05263	10217.9435	8987.18004	9783.878022	9224.215156	10840.40379	11291.87891	10969.7029	10770.6694	10848.82771	10533.92307	13333.5751	11733.10427	13046.53902	13285.4995	12606.40149	7928.973298	9140.995045	7757.607761	7057.703965	6925.253682	8109.828649	7682.833989	2078.768926	2199.101599	1120.181616	1464.202355	1367.025121	1090.232626	341.5540714	1414.057275	894.8672763	370.2651386	226.867648	1234.224235	471.5142298	569.4554787	454.8561837	409.3386174	463.6034469	413.8660764	249.1456493	335.0724626	291.3436961	202.462378	307.9082786	329.1191129	3614.072399	3139.966179	2823.037638	3199.57064	3834.884982	3751.36252	2978.712445	4175.58839	4081.522776	3363.016967	3771.215366	3331.118507	1444.483167	1471.280043	1373.136601	1202.509018	1590.031157	1701.764162	8865.044145	8693.743575	8412.488327	8119.198804	7776.52503	7655.021617
2.98673	907.7317028	897.1759769	873.5514048	1399.518606	754.6937474	1141.503149	1481.650025	1816.027042	1673.806451	1686.049636	1621.453572	1981.249978	2027.078088	1291.638236	1875.391642	1568.255593	1735.203813	794.1119634	973.907736	778.1912198	1063.820842	988.6961507	1550.614662	1467.148313	1322.274231	1327.906681	767.3002097	938.6645439	812.0447142	655.2429906	201.8774667	1783.450715	708.5067308	217.6547994	217.3426599	579.3585785	270.9920402	316.4168126	325.6763965	226.9552878	277.6948216	183.2110104	259.9023135	232.8624171	191.2828383	205.241293	207.5898929	240.2811526	594.4372885	224.36523	178.8785022	407.590122	615.2763622	475.77492	278.0560603	632.8227606	495.286162	335.7356509	544.8419204	368.148008	359.9565373	590.5219438	374.0323852	574.8296214	597.1692262	437.333716	1628.298374	1556.702088	1475.846013	1433.508473	1281.184631	1265.291875
2.9965	1540.847117	1545.692789	1545.639543	2849.809523	1137.110329	1304.922832	78.362841	38.38655301	428.0991125	0.002004797	59.89893306	0.002004797	786.06632	1231.916622	698.4847271	1324.171166	983.8455891	146.7620889	8026.302104	6324.878435	6740.05614	6353.552894	7754.490705	7852.33186	1294.571585	1313.052375	1420.758528	969.9687929	1263.203176	967.4195012	1063.280939	1163.676224	1502.23208	1072.451874	1218.609904	1036.774916	671.4652353	707.2904179	461.0898431	628.9023293	707.5725237	305.6605542	1219.104769	1172.300529	773.1811171	1178.938921	780.8285191	794.2461999	636.9489578	521.4704218	644.7985551	767.7762815	277.5683676	806.1951281	583.2956687	747.9820534	727.2130319	687.771278	701.7833887	709.7885223	576.4349207	484.2658909	575.407953	433.4868771	482.5523622	598.1851629	2368.241518	2339.182255	2381.586151	2398.707752	2197.122808	2282.237611
3.01222	15106.87204	14617.19881	14914.14206	14126.08523	12962.34475	14433.03091	19116.52804	17789.22796	21292.39014	357.1215198	20502.17403	392.4038266	8028.615944	18293.63612	8144.724054	14854.83439	22999.67651	7806.656457	27494.14021	23140.61024	23061.61239	23035.31636	26781.6443	25143.87442	4631.127495	3776.477274	4834.153882	4066.393315	3714.067755	4726.404022	3423.150822	5694.31726	3991.231063	3421.119736	3710.943999	5307.150537	2205.887799	2211.038879	1469.425093	2274.423307	2225.11628	1329.637391	4632.916331	4534.724808	3596.508127	4809.556997	3300.806434	3972.746161	1102.089135	1076.218744	1405.815878	1331.688398	1241.746158	1526.81609	1215.468076	1248.11724	1279.060614	1522.428611	1101.998235	1331.664895	1236.113582	1340.944569	1247.145304	1055.882756	1219.849359	1221.196976	7583.767326	7791.489649	7802.254878	8144.622914	7607.684515	7725.884684
3.02769	32327.21588	31825.38326	35469.8219	33735.65494	27280.4476	32852.54	88198.80481	91258.99874	93199.10987	85277.8427	102457.7521	82266.39761	41253.72403	37856.12716	38754.9001	36251.60157	37708.34519	33403.28366	60109.93357	56231.89484	55172.47066	54013.2092	50862.69856	50380.18906	10262.26894	8668.826256	9894.897574	9479.119166	8591.405351	9391.44612	31654.92321	17113.00471	24470.82409	32558.27272	23854.9276	11287.95197	3910.078381	4277.163087	4398.64792	4203.877094	3923.298932	3770.298949	16911.96343	16069.0201	13857.90376	15093.62855	13523.74924	13858.08782	2899.965302	3011.104126	3597.566375	3751.289276	3364.320309	4028.996781	3185.101727	3428.204786	3434.182908	4016.290603	3133.027305	3680.129397	3175.228183	3354.689226	2979.392487	2417.321643	2485.433443	2457.784797	22826.77825	23385.04303	25764.47988	25545.21933	25047.88744	25584.24091
3.04676	9786.051139	9440.586031	12628.49258	15885.63431	8617.335078	10071.71302	22802.47345	23798.41973	23645.91703	61576.30395	24946.14999	58331.71818	8597.982371	11246.97027	8897.348964	8879.861919	8014.308499	4956.747001	20509.00341	20503.62967	18949.02766	17562.66982	15053.77585	16017.84642	4787.93172	3745.403141	4553.375659	4365.29901	3693.324428	3798.034339	10808.06893	6096.444424	8715.470826	11039.82785	9778.565823	4906.941364	1671.346627	1838.480064	1865.691155	1990.768777	1607.51555	1826.417001	6825.740494	6565.75937	7380.388505	6325.958083	7273.306814	7012.921079	2035.355135	2058.59032	2335.418593	2314.953249	2311.477146	2689.328193	1826.899037	2306.994451	2149.312149	2347.313781	2103.02588	2100.884155	1782.831481	1918.902838	1697.945171	1403.417922	1433.080433	1532.41369	12446.24344	13287.89571	14072.15511	14145.29534	13875.79267	14059.25294
3.06427	1745.615106	1798.317026	3144.525182	6944.845031	1841.787059	1824.869472	3835.076467	3733.542726	4332.392987	4258.517294	4071.96424	3960.757741	1982.895296	3077.346095	1871.786383	1882.345258	1819.018148	2098.465424	333.6994786	1001.051886	196.334939	264.6696497	593.3738132	486.8268432	1756.525952	1398.216138	1546.840648	1447.403154	1261.887518	1055.461575	704.5306297	564.7782287	261.8469373	690.9904043	615.5270407	1581.498316	633.7792351	629.4635332	551.1499811	787.4305996	540.9425175	838.4490219	736.902752	659.9024724	2185.859434	646.3043753	2343.443273	1937.77373	1009.392242	1074.52912	987.224413	1065.980319	1052.821756	1204.030487	900.3257271	1288.591995	993.2428997	1104.897821	1126.553766	1045.050496	982.14097	1121.748066	961.7838012	579.2616902	739.0369017	980.0021373	1748.843408	1739.757904	2024.164966	1930.615226	1855.399013	1982.112848
3.07646	226.6903596	217.3248207	1085.282474	3388.835238	423.8355294	370.4819495	394.3438496	546.4685066	1264.017521	1316.308833	502.1994363	1312.289972	415.7845225	599.1892571	281.9536223	135.7898037	369.4377135	1199.595154	454.4897534	516.098774	209.7995785	175.9813262	317.6082362	299.9821199	872.6522092	626.4689417	567.3440567	691.9062637	591.5618812	338.6405358	276.4299722	141.1772026	0.002004797	79.50819141	123.8790109	783.9558312	190.7355711	187.2272755	177.8649271	296.3221664	160.2444939	398.7337725	129.6997705	186.3473722	1185.012009	196.1327085	1324.735071	1047.133721	301.5438592	278.5294777	275.5196469	363.6032564	350.3269266	354.3768049	271.4676435	431.8486885	380.3320303	401.6795085	428.1398978	401.0099855	363.1033768	469.4286537	352.3735769	201.8312601	314.5710941	415.4645842	526.8700536	465.4915487	102.8919711	627.993471	112.2731322	50.28615241
3.0921	619.7172466	586.6774816	2070.418765	5810.262861	941.9012691	982.4929036	1255.12544	971.2974933	690.4782625	1070.595404	995.1913213	1149.007323	830.0469263	1134.739445	534.3491593	284.5257494	846.0004311	2274.898671	1244.951894	5646.07829	1523.704956	962.3254112	1251.76865	415.5796756	659.0463074	823.8376985	483.8341233	994.1533499	723.9839543	244.3433957	0.002004797	52.12409077	104.8137821	256.3011451	255.8855224	1027.178137	244.1835605	204.2335462	128.587459	426.6331637	192.6428327	545.079187	0.002004797	258.6728834	3017.102408	0.002004797	3147.605885	3009.648127	29.87471152	27.10259033	24.27223917	27.21006166	26.60247444	15.85906591	5.286767364	39.3520599	36.33438992	0.002004797	83.16985862	4.350199151	135.0093316	71.95452521	99.86017184	118.4466347	80.12062038	76.37156402	355.0185683	353.5592599	345.3238695	404.8656986	0.002004797	230.6641382
3.10742	2816.988968	2702.082733	4829.948137	9354.864895	3047.735226	2965.299734	2867.713645	2391.372311	1898.923842	2589.9538	2476.821646	1595.895903	2493.570198	3210.281355	2076.582405	2037.734313	2664.688394	4626.864773	4111.794804	1531.960338	6981.685568	5453.73625	6475.589799	5538.463316	1231.871485	464.765751	1063.322451	1017.010822	779.6338701	648.42557	1667.176782	860.3559297	502.3336043	733.7860956	771.4131577	801.0270856	589.9503645	578.4798301	328.050917	805.4045071	523.0189998	879.7655936	1392.790755	923.1408161	3238.861347	1712.210232	3557.224193	2851.438137	407.6056911	238.1399358	302.641099	220.8000874	461.2810548	476.4339966	236.6519436	453.5987509	398.6560503	296.9001879	504.7638171	242.1837817	360.1728592	340.3233502	264.1886543	133.3852502	233.2776531	180.7582171	636.1460521	570.803391	851.9588298	796.0297576	398.9025794	770.8357425
3.12336	3624.627947	3365.137827	5808.465121	10115.64405	3788.25983	3616.220947	3317.948682	2655.627951	1921.729587	2906.205721	2709.89271	3080.79286	3063.902937	4123.427158	2421.361848	2222.157192	3211.886793	6691.040354	4941.937306	1438.586668	1288.747557	1089.75073	1187.677554	1313.426081	1541.07597	743.9584724	1377.42607	1352.243917	943.7383567	818.8154631	3296.084565	923.5090882	464.3263081	690.5949419	692.2982884	1232.905378	573.8919467	573.4194252	224.0278444	762.1982908	556.7655837	889.5308486	1542.421675	2052.020827	3832.153465	1603.0172	6410.160924	2574.599571	538.8298339	376.5710692	408.0026087	316.4407332	571.5760291	1029.924238	364.6678327	567.6450321	601.7746624	415.2837678	647.2596719	385.5013768	512.5615337	444.36493	402.3533896	271.6697586	293.2146223	292.7165839	1082.960975	1229.012118	1299.23661	1298.03274	639.7832468	1171.547416
3.13837	2828.733828	2559.24034	5180.245062	9547.907771	3241.424765	3229.677541	3479.738951	2906.614088	2260.353845	3507.794927	2942.838575	3593.16483	2990.603631	3943.242754	2252.6548	1756.333524	3155.188305	7720.197678	1445.661429	1176.11023	1371.98082	1039.125515	1120.369421	4092.063864	1629.883512	447.4899971	1408.091234	1084.876003	774.3486395	839.6016465	1185.75209	521.3702138	720.0018084	1114.59323	961.9223194	1261.272676	648.5340608	564.3549346	274.3259024	899.1020474	559.6574189	880.4978355	3953.372257	3921.58655	8037.830587	4061.522248	9072.653	3993.420534	937.1927132	705.1040046	544.6368915	615.0042943	900.8980792	1000.635	595.4850006	972.3192456	1418.993416	719.834368	1104.077081	501.279147	817.8377679	778.1340541	700.9698378	562.991091	626.4200105	606.9889471	156.3212661	188.0799566	278.9403825	209.977537	1149.915774	176.406473
3.15103	5808.207226	5225.880552	11293.08409	19781.46701	6732.73905	7388.966769	7792.927131	7298.822484	7696.847208	9749.809371	7298.7484	9475.592103	6463.79575	9529.483113	5209.793078	4023.151738	7218.887583	17101.91229	615.4169122	12391.898	817.5955326	1839.337627	605.4494436	2535.29501	5251.342648	1728.736413	4933.241125	3676.217573	2923.999919	3411.61138	6423.534572	1502.941614	2891.626393	4068.067055	3296.572233	4457.994332	2354.032723	2065.125488	1390.634444	2982.213391	2026.468174	2650.831402	11120.78353	7920.330019	11693.38159	8620.834467	10232.29413	11175.03713	3398.140439	3521.233732	3247.174195	3260.389121	3628.454548	4254.044077	2332.327296	3625.270886	3320.168145	3187.529415	3816.782806	2953.480478	2657.698888	2697.399292	2397.111198	1828.922918	2208.93521	2465.472827	556.1816755	587.1757631	811.3380622	657.6011907	482.5315692	803.1671968
3.16432	1936.997671	1602.681016	4848.99412	9520.308125	2802.516441	2828.10966	3099.427741	2513.28547	1486.274778	2924.670206	2263.435781	2911.369696	2202.969734	3272.199758	1232.711478	463.368962	2503.78791	9680.92777	443.4455333	4444.773361	755.9808492	865.6275528	651.0860736	4733.145058	1406.750956	370.309327	1469.831349	980.7217531	569.9032903	724.1122734	1411.536555	754.8677824	753.7880219	890.0419847	1035.138281	1002.653528	498.8886663	348.9621489	143.6998685	814.1395542	436.3114788	1241.330867	2045.522653	426.483192	4513.794212	736.5020579	6719.533951	3560.928847	813.409817	530.0510302	326.2937804	531.8343518	687.8949453	928.1693615	239.4414013	748.9312368	702.4759909	301.7379334	1071.959517	675.9409332	353.0401798	374.4172442	225.7681547	319.221777	262.1744196	277.8866885	81.5484539	56.52578707	139.2483862	132.6354973	611.6216705	118.8093863
